Time,Distortion Signal (cents),Participant 1 (cents),Participant 2 (cents),Participant 3 (cents),Participant 4 (cents),Participant 5 (cents),Participant 6 (cents),Participant 7 (cents),Participant 8 (cents),Participant 9 (cents),Participant 10 (cents),Participant 11 (cents),Participant 12 (cents),Participant 13 (cents),Participant 14 (cents),Participant 15 (cents),Participant 16 (cents),Participant 17 (cents),Participant 18 (cents),Participant 19 (cents)
1.560000000000000053e+00,0.000000000000000000e+00,-2.804038182946576363e+00,-3.792928180323066556e+00,-5.052920287612439054e+00,-3.110761602763985501e+00,-1.015874745918854138e+01,4.112992737530218323e-01,-9.084567269928754740e+00,-3.977894114943547166e+00,7.234737102804494668e+00,3.656871036697921351e+00,1.049135351222235668e+00,-3.370345260189783865e+00,-4.055815766200915995e+00,-1.125654154763072290e+00,1.603637074501428617e-01,-3.631008766797716447e+00,-1.655581043109907613e+00,-1.161845267251144342e+00
1.564999999999999947e+00,0.000000000000000000e+00,-2.536387201621943976e+00,-4.249639936549580277e+00,-4.852412473600836940e+00,-3.055185325761316406e+00,-9.080420038734180466e+00,7.979997827198336280e-01,-8.586046591732532818e+00,-4.394724211049902962e+00,7.188350149706242753e+00,3.465620707635647335e+00,1.072343900353219137e+00,-3.400583205285869770e+00,-4.578581042648028010e+00,-2.780463963919371229e-01,1.857254823529025101e-01,-3.566932570953150972e+00,-1.543607018179156798e+00,-1.164963583371313005e+00
1.570000000000000062e+00,0.000000000000000000e+00,-3.643727137187886100e+00,-4.683981426090744193e+00,-4.511961603133276100e+00,-2.986585033271644818e+00,-8.129485417961181071e+00,1.297532335393587477e+00,-8.086237947894872491e+00,-4.333535503168632452e+00,6.880383123120478395e+00,3.739780848099178989e+00,1.112313642334162633e+00,-3.143313879039455472e+00,-4.395437556917237032e+00,7.320585238106315229e-01,1.003532667451601662e-01,-3.479974201783907706e+00,-1.502679277469195718e+00,-1.246828320376079047e+00
1.575000000000000178e+00,0.000000000000000000e+00,-1.965681829036347805e+00,-5.072729783190618846e+00,-4.281809257846596495e+00,-2.895410648780868623e+00,-7.588105473876789908e+00,1.266625005011751792e+00,-7.951035694610216531e+00,-4.139719294190075338e+00,6.283562950873037067e+00,2.859012949274255089e+00,1.170332314513945260e+00,-2.835171423494371457e+00,-3.824421016899288706e+00,-1.384980160954368378e+00,1.489333901227544998e-01,-3.390732224256792549e+00,-1.536656858190505792e+00,-1.374700559485150908e+00
1.580000000000000071e+00,0.000000000000000000e+00,-2.509810410105148382e+00,-5.405309306915232703e+00,-4.079244137381744295e+00,-2.792087218040002483e+00,-7.272109055283301871e+00,1.085702429903927735e+00,-7.742999469735679874e+00,-4.146036084261274901e+00,5.387589489604281745e+00,2.155221550568981570e+00,1.245754546620423842e+00,-2.718505287086383060e+00,-4.334861481458307964e+00,3.110834639978398708e-01,7.284706489555944908e-02,-3.322087412600166267e+00,-1.649403299777744802e+00,-1.511940783541717126e+00
1.584999999999999964e+00,0.000000000000000000e+00,-1.352547558768389724e+00,-5.688018708621052966e+00,-3.731073690320738212e+00,-2.683559516967585878e+00,-6.573070769048445783e+00,1.254674345598799423e+00,-7.554094120874923490e+00,-3.799113577369722439e+00,4.862073233220654878e+00,2.347569304493853259e+00,1.336642309387912064e+00,-2.615632811814303071e+00,-5.284020863007868662e+00,1.160010721252118460e+00,-1.093464644479957559e-01,-3.299970187914341047e+00,-1.828577205537037953e+00,-1.625796378750401283e+00
1.590000000000000080e+00,0.000000000000000000e+00,-1.691057139310649049e+00,-5.897618226202686387e+00,-3.268863277839906711e+00,-2.575908992202230241e+00,-5.462004839512933252e+00,1.700515773352907711e+00,-7.696428087389532990e+00,-3.016330685338382889e+00,5.221842538348181684e+00,2.562781745386199184e+00,1.437194895657352367e+00,-2.227002376650038418e+00,-4.605196555209275289e+00,1.364675078264523611e+00,-2.311767293318734151e-01,-3.335816504102060875e+00,-2.060296382253450354e+00,-1.679606002620832150e+00
1.594999999999999973e+00,0.000000000000000000e+00,-2.088644663426561632e+00,-5.986247728453996331e+00,-2.951968549828272614e+00,-2.474340070614913234e+00,-4.736561637876091524e+00,2.512378088238931717e+00,-8.204965834159784421e+00,-2.772966192588280698e+00,5.476529133860710274e+00,1.874451495480020879e+00,1.537096464928284556e+00,-1.733519544170490256e+00,-2.996764953453881830e+00,-1.448467971826169043e+00,-1.189918053925263647e-01,-3.438785558886932492e+00,-2.306724418388609532e+00,-1.648412090277309616e+00
1.600000000000000089e+00,0.000000000000000000e+00,-1.267003182975986908e+00,-5.935601246668403164e+00,-3.044599240175429600e+00,-2.371040032776751794e+00,-4.579275370263249378e+00,3.171967881833327674e+00,-8.484975194543956434e+00,-2.274512034850260545e+00,4.684126225689698053e+00,1.113950337059986806e+00,1.625390088546760703e+00,-1.484975990166329751e+00,-3.956042671252173903e+00,-9.399620438004145928e-01,1.710790204475396148e-01,-3.588291617668883049e+00,-2.526144105204494839e+00,-1.523638595698145082e+00
1.604999999999999982e+00,0.000000000000000000e+00,-9.995897054150522099e-01,-5.754834538974347602e+00,-3.348631577457929609e+00,-2.267747891826345619e+00,-4.303831425882861161e+00,2.843440198900621496e+00,-8.636944660886586078e+00,-2.079348872016986149e+00,3.493769338506467648e+00,1.295279955950997319e+00,1.687903962802785873e+00,-1.463779760297484023e+00,-3.946591091983561395e+00,-1.159755998593015258e+00,2.939524343728979749e-01,-3.767562210957819957e+00,-2.693045817579125867e+00,-1.310763259319771334e+00
